exp,seed,politica,batch,frazione_target,bal_acc,adattamenti,etichette,innesco,vuoti
unsw->bot,44,stat_13x13_adaptive,12,0.632,0.8462337774841852,12,384,False,0.0
unsw->bot,44,statico,13,0.684,0.7762335322727849,0,0,False,0.0
unsw->bot,44,ogni_batch,13,0.684,0.8951441154006357,13,416,False,0.0
unsw->bot,44,su_innesco,13,0.684,0.7762335322727849,0,0,False,0.0
unsw->bot,44,oracolo,13,0.684,0.8910626230778756,13,416,False,0.0
unsw->bot,44,stat_13x13,13,0.684,0.8377277444623132,13,416,False,0.0
unsw->bot,44,martingala,13,0.684,0.7762335322727849,0,0,False,0.0
unsw->bot,44,stat_13x13_adaptive,13,0.684,0.8463002829884709,13,416,False,0.0
unsw->bot,44,statico,14,0.737,0.7604770070617065,0,0,False,0.0
unsw->bot,44,ogni_batch,14,0.737,0.9026788628336897,14,448,False,0.0
unsw->bot,44,su_innesco,14,0.737,0.7604770070617065,0,0,False,0.0
unsw->bot,44,oracolo,14,0.737,0.8949515316773968,14,448,False,0.0
unsw->bot,44,stat_13x13,14,0.737,0.829052754940733,14,448,False,0.0
unsw->bot,44,martingala,14,0.737,0.7604770070617065,0,0,False,0.0
unsw->bot,44,stat_13x13_adaptive,14,0.737,0.8385616946636982,14,448,False,0.0
unsw->bot,44,statico,15,0.789,0.7743548198476866,0,0,False,0.0
unsw->bot,44,ogni_batch,15,0.789,0.9163819384372843,15,480,False,0.0
unsw->bot,44,su_innesco,15,0.789,0.7743548198476866,0,0,False,0.0
unsw->bot,44,oracolo,15,0.789,0.9147321305027446,15,480,False,0.0
unsw->bot,44,stat_13x13,15,0.789,0.8268693463882499,15,480,False,0.0
unsw->bot,44,martingala,15,0.789,0.7743548198476866,0,0,False,0.0
unsw->bot,44,stat_13x13_adaptive,15,0.789,0.8470231415892469,15,480,False,0.0
unsw->bot,44,statico,16,0.842,0.7607762686285606,0,0,False,0.0
unsw->bot,44,ogni_batch,16,0.842,0.8972717411809092,16,512,False,0.0
unsw->bot,44,su_innesco,16,0.842,0.7607762686285606,0,0,False,0.0
unsw->bot,44,oracolo,16,0.842,0.9060701990190531,16,512,False,0.0
unsw->bot,44,stat_13x13,16,0.842,0.8277034993397472,16,512,False,0.0
unsw->bot,44,martingala,16,0.842,0.7607762686285606,0,0,False,0.0
unsw->bot,44,stat_13x13_adaptive,16,0.842,0.8510393086210148,16,512,False,0.0
unsw->bot,44,statico,17,0.895,0.7706732350405394,0,0,False,0.0
unsw->bot,44,ogni_batch,17,0.895,0.9177723459024938,17,544,False,0.0
unsw->bot,44,su_innesco,17,0.895,0.7706732350405394,0,0,False,0.0
unsw->bot,44,oracolo,17,0.895,0.9188222353191633,17,544,False,0.0
unsw->bot,44,stat_13x13,17,0.895,0.8273254254560026,17,544,False,0.0
unsw->bot,44,martingala,17,0.895,0.7706732350405394,0,0,False,0.0
unsw->bot,44,stat_13x13_adaptive,17,0.895,0.8584093762776964,17,544,False,0.0
unsw->bot,44,statico,18,0.947,0.7483906304451502,0,0,False,0.0
unsw->bot,44,ogni_batch,18,0.947,0.8712698536809669,18,576,False,0.0
unsw->bot,44,su_innesco,18,0.947,0.7483906304451502,0,0,False,0.0
unsw->bot,44,oracolo,18,0.947,0.9313515597369706,18,576,False,0.0
unsw->bot,44,stat_13x13,18,0.947,0.8087034115216982,18,576,False,0.0
unsw->bot,44,martingala,18,0.947,0.7483906304451502,0,0,False,0.0
unsw->bot,44,stat_13x13_adaptive,18,0.947,0.8256793346696417,18,576,False,0.0
unsw->bot,44,statico,19,1.0,0.8404840484048405,0,0,False,0.0
unsw->bot,44,ogni_batch,19,1.0,0.9894989498949895,19,608,False,0.0
unsw->bot,44,su_innesco,19,1.0,0.8404840484048405,0,0,False,0.0
unsw->bot,44,oracolo,19,1.0,0.9744224422442245,19,608,False,0.0
unsw->bot,44,stat_13x13,19,1.0,0.9899989998999901,19,608,False,0.0
unsw->bot,44,martingala,19,1.0,0.8404840484048405,0,0,False,0.0
unsw->bot,44,stat_13x13_adaptive,19,1.0,0.9900990099009901,19,608,False,0.0
unsw->bot,45,statico,0,0.0,0.8243253522914882,0,0,False,0.0
unsw->bot,45,ogni_batch,0,0.0,0.8243253522914882,0,0,False,0.0
unsw->bot,45,su_innesco,0,0.0,0.8243253522914882,0,0,False,0.0
unsw->bot,45,oracolo,0,0.0,0.8243253522914882,0,0,False,0.0
unsw->bot,45,stat_13x13,0,0.0,0.8243253522914882,0,0,False,0.0
unsw->bot,45,martingala,0,0.0,0.8243253522914882,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,0,0.0,0.8243253522914882,0,0,False,0.0
unsw->bot,45,statico,1,0.053,0.8144763896766875,0,0,False,0.0
unsw->bot,45,ogni_batch,1,0.053,0.7795412648893931,1,32,False,0.0
unsw->bot,45,su_innesco,1,0.053,0.8144763896766875,0,0,False,0.0
unsw->bot,45,oracolo,1,0.053,0.7985855076574022,1,32,False,0.0
unsw->bot,45,stat_13x13,1,0.053,0.7849120816789563,1,32,False,0.0
unsw->bot,45,martingala,1,0.053,0.8144763896766875,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,1,0.053,0.785877233408962,1,32,False,0.0
unsw->bot,45,statico,2,0.105,0.8034816639037397,0,0,False,0.0
unsw->bot,45,ogni_batch,2,0.105,0.8065089166520405,2,64,False,0.0
unsw->bot,45,su_innesco,2,0.105,0.8034816639037397,0,0,False,0.0
unsw->bot,45,oracolo,2,0.105,0.7999253697947988,2,64,False,0.0
unsw->bot,45,stat_13x13,2,0.105,0.8026316489290977,2,64,False,0.0
unsw->bot,45,martingala,2,0.105,0.8034816639037397,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,2,0.105,0.8079881096022761,2,64,False,0.0
unsw->bot,45,statico,3,0.158,0.8064455291916495,0,0,False,0.0
unsw->bot,45,ogni_batch,3,0.158,0.8194613415520444,3,96,False,0.0
unsw->bot,45,su_innesco,3,0.158,0.8064455291916495,0,0,False,0.0
unsw->bot,45,oracolo,3,0.158,0.8202523300263693,3,96,False,0.0
unsw->bot,45,stat_13x13,3,0.158,0.8163635377261431,3,96,False,0.0
unsw->bot,45,martingala,3,0.158,0.8064455291916495,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,3,0.158,0.8146692959055174,3,96,False,0.0
unsw->bot,45,statico,4,0.211,0.7923964390101194,0,0,False,0.0
unsw->bot,45,ogni_batch,4,0.211,0.8426389670129677,4,128,False,0.0
unsw->bot,45,su_innesco,4,0.211,0.7923964390101194,0,0,False,0.0
unsw->bot,45,oracolo,4,0.211,0.8023012442591329,4,128,False,0.0
unsw->bot,45,stat_13x13,4,0.211,0.8147639145362724,4,128,False,0.0
unsw->bot,45,martingala,4,0.211,0.7923964390101194,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,4,0.211,0.8124140443012433,4,128,False,0.0
unsw->bot,45,statico,5,0.263,0.7897463599581547,0,0,False,0.0
unsw->bot,45,ogni_batch,5,0.263,0.8561031164862003,5,160,False,0.0
unsw->bot,45,su_innesco,5,0.263,0.7897463599581547,0,0,False,0.0
unsw->bot,45,oracolo,5,0.263,0.8378002686706272,5,160,False,0.0
unsw->bot,45,stat_13x13,5,0.263,0.8094507393044148,5,160,False,0.0
unsw->bot,45,martingala,5,0.263,0.7897463599581547,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,5,0.263,0.8082412755514539,5,160,False,0.0
unsw->bot,45,statico,6,0.316,0.7882526259270446,0,0,False,0.0
unsw->bot,45,ogni_batch,6,0.316,0.8426021007416356,6,192,False,0.0
unsw->bot,45,su_innesco,6,0.316,0.7882526259270446,0,0,False,0.0
unsw->bot,45,oracolo,6,0.316,0.8461398033491057,6,192,False,0.0
unsw->bot,45,stat_13x13,6,0.316,0.8116933454142756,6,192,False,0.0
unsw->bot,45,martingala,6,0.316,0.7882526259270446,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,6,0.316,0.8099627504278667,6,192,False,0.0
unsw->bot,45,statico,7,0.368,0.7782122094142014,0,0,False,0.0
unsw->bot,45,ogni_batch,7,0.368,0.8446045098867282,7,224,False,0.0
unsw->bot,45,su_innesco,7,0.368,0.7782122094142014,0,0,False,0.0
unsw->bot,45,oracolo,7,0.368,0.846832274527894,7,224,False,0.0
unsw->bot,45,stat_13x13,7,0.368,0.8022080852140818,7,224,False,0.0
unsw->bot,45,martingala,7,0.368,0.7782122094142014,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,7,0.368,0.8022850842448643,7,224,False,0.0
unsw->bot,45,statico,8,0.421,0.7783602223539099,0,0,False,0.0
unsw->bot,45,ogni_batch,8,0.421,0.8527747927131231,8,256,False,0.0
unsw->bot,45,su_innesco,8,0.421,0.7783602223539099,0,0,False,0.0
unsw->bot,45,oracolo,8,0.421,0.8635712772014017,8,256,False,0.0
unsw->bot,45,stat_13x13,8,0.421,0.8010134483089717,8,256,False,0.0
unsw->bot,45,martingala,8,0.421,0.7783602223539099,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,8,0.421,0.7917014811955474,8,256,False,0.0
unsw->bot,45,statico,9,0.474,0.7728619948755424,0,0,False,0.0
unsw->bot,45,ogni_batch,9,0.474,0.8634004230339762,9,288,False,0.0
unsw->bot,45,su_innesco,9,0.474,0.7728619948755424,0,0,False,0.0
unsw->bot,45,oracolo,9,0.474,0.8695589936390569,9,288,False,0.0
unsw->bot,45,stat_13x13,9,0.474,0.8053665265556325,9,288,False,0.0
unsw->bot,45,martingala,9,0.474,0.7728619948755424,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,9,0.474,0.8037851007464443,9,288,False,0.0
unsw->bot,45,statico,10,0.526,0.7665784088273586,0,0,False,0.0
unsw->bot,45,ogni_batch,10,0.526,0.8705957874234607,10,320,False,0.0
unsw->bot,45,su_innesco,10,0.526,0.7665784088273586,0,0,False,0.0
unsw->bot,45,oracolo,10,0.526,0.8681456191848131,10,320,False,0.0
unsw->bot,45,stat_13x13,10,0.526,0.8152137202976558,10,320,False,0.0
unsw->bot,45,martingala,10,0.526,0.7665784088273586,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,10,0.526,0.814867010988093,10,320,False,0.0
unsw->bot,45,statico,11,0.579,0.7597345274482217,0,0,False,0.0
unsw->bot,45,ogni_batch,11,0.579,0.8767385667138142,11,352,False,0.0
unsw->bot,45,su_innesco,11,0.579,0.7597345274482217,0,0,False,0.0
unsw->bot,45,oracolo,11,0.579,0.8732909782685769,11,352,False,0.0
unsw->bot,45,stat_13x13,11,0.579,0.8221937864725033,11,352,False,0.0
unsw->bot,45,martingala,11,0.579,0.7597345274482217,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,11,0.579,0.8219994115883507,11,352,False,0.0
unsw->bot,45,statico,12,0.632,0.7543862716590026,0,0,False,0.0
unsw->bot,45,ogni_batch,12,0.632,0.8732739677975336,12,384,False,0.0
unsw->bot,45,su_innesco,12,0.632,0.7543862716590026,0,0,False,0.0
unsw->bot,45,oracolo,12,0.632,0.8849242588578686,12,384,False,0.0
unsw->bot,45,stat_13x13,12,0.632,0.8102690596735758,12,384,False,0.0
unsw->bot,45,martingala,12,0.632,0.7543862716590026,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,12,0.632,0.8119191199547562,12,384,False,0.0
unsw->bot,45,statico,13,0.684,0.756163749981546,0,0,False,0.0
unsw->bot,45,ogni_batch,13,0.684,0.883758142907349,13,416,False,0.0
unsw->bot,45,su_innesco,13,0.684,0.756163749981546,0,0,False,0.0
unsw->bot,45,oracolo,13,0.684,0.8907508105627852,13,416,False,0.0
unsw->bot,45,stat_13x13,13,0.684,0.7876428547861276,13,416,False,0.0
unsw->bot,45,martingala,13,0.684,0.756163749981546,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,13,0.684,0.7879063378514267,13,416,False,0.0
unsw->bot,45,statico,14,0.737,0.7465265578128648,0,0,False,0.0
unsw->bot,45,ogni_batch,14,0.737,0.9024583715040146,14,448,False,0.0
unsw->bot,45,su_innesco,14,0.737,0.7465265578128648,0,0,False,0.0
unsw->bot,45,oracolo,14,0.737,0.9182816906468358,14,448,False,0.0
unsw->bot,45,stat_13x13,14,0.737,0.7722192883188734,14,448,False,0.0
unsw->bot,45,martingala,14,0.737,0.7465265578128648,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,14,0.737,0.7744387562644824,14,448,False,0.0
unsw->bot,45,statico,15,0.789,0.7465675902940477,0,0,False,0.0
unsw->bot,45,ogni_batch,15,0.789,0.9103958263291378,15,480,False,0.0
unsw->bot,45,su_innesco,15,0.789,0.7465675902940477,0,0,False,0.0
unsw->bot,45,oracolo,15,0.789,0.9253236552061095,15,480,False,0.0
unsw->bot,45,stat_13x13,15,0.789,0.8121047299746669,15,480,False,0.0
unsw->bot,45,martingala,15,0.789,0.7465675902940477,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,15,0.789,0.8118008370378741,15,480,False,0.0
unsw->bot,45,statico,16,0.842,0.7403181459639987,0,0,False,0.0
unsw->bot,45,ogni_batch,16,0.842,0.9184575813293991,16,512,False,0.0
unsw->bot,45,su_innesco,16,0.842,0.7403181459639987,0,0,False,0.0
unsw->bot,45,oracolo,16,0.842,0.9299477732377563,16,512,False,0.0
unsw->bot,45,stat_13x13,16,0.842,0.818417383495768,16,512,False,0.0
unsw->bot,45,martingala,16,0.842,0.7403181459639987,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,16,0.842,0.8340021448985095,16,512,False,0.0
unsw->bot,45,statico,17,0.895,0.7375779187011636,0,0,False,0.0
unsw->bot,45,ogni_batch,17,0.895,0.928454255053319,17,544,False,0.0
unsw->bot,45,su_innesco,17,0.895,0.7375779187011636,0,0,False,0.0
unsw->bot,45,oracolo,17,0.895,0.9389471942514065,17,544,False,0.0
unsw->bot,45,stat_13x13,17,0.895,0.7795473117626004,17,544,False,0.0
unsw->bot,45,martingala,17,0.895,0.7375779187011636,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,17,0.895,0.8008185262475433,17,544,False,0.0
unsw->bot,45,statico,18,0.947,0.7285670030703143,0,0,False,0.0
unsw->bot,45,ogni_batch,18,0.947,0.9394019082760805,18,576,False,0.0
unsw->bot,45,su_innesco,18,0.947,0.7285670030703143,0,0,False,0.0
unsw->bot,45,oracolo,18,0.947,0.9478411422120032,18,576,False,0.0
unsw->bot,45,stat_13x13,18,0.947,0.774410375734879,18,576,False,0.0
unsw->bot,45,martingala,18,0.947,0.7285670030703143,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,18,0.947,0.8110015007366,18,576,False,0.0
unsw->bot,45,statico,19,1.0,0.6242,0,0,False,0.0
unsw->bot,45,ogni_batch,19,1.0,0.94495,19,608,False,0.0
unsw->bot,45,su_innesco,19,1.0,0.6242,0,0,False,0.0
unsw->bot,45,oracolo,19,1.0,0.9449,19,608,False,0.0
unsw->bot,45,stat_13x13,19,1.0,0.98,19,608,False,0.0
unsw->bot,45,martingala,19,1.0,0.6242,0,0,False,0.0
unsw->bot,45,stat_13x13_adaptive,19,1.0,0.9799,19,608,False,0.0
unsw->bot,46,statico,0,0.0,0.8207750025508376,0,0,False,0.0
unsw->bot,46,ogni_batch,0,0.0,0.8207750025508376,0,0,False,0.0
unsw->bot,46,su_innesco,0,0.0,0.8207750025508376,0,0,False,0.0
unsw->bot,46,oracolo,0,0.0,0.8207750025508376,0,0,False,0.0
unsw->bot,46,stat_13x13,0,0.0,0.8207750025508376,0,0,False,0.0
unsw->bot,46,martingala,0,0.0,0.8207750025508376,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,0,0.0,0.8207750025508376,0,0,False,0.0
unsw->bot,46,statico,1,0.053,0.8188781087716732,0,0,False,0.0
unsw->bot,46,ogni_batch,1,0.053,0.8055142754571083,1,32,False,0.0
unsw->bot,46,su_innesco,1,0.053,0.8188781087716732,0,0,False,0.0
unsw->bot,46,oracolo,1,0.053,0.7944475695458101,1,32,False,0.0
unsw->bot,46,stat_13x13,1,0.053,0.794291440489679,1,32,False,0.0
unsw->bot,46,martingala,1,0.053,0.8188781087716732,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,1,0.053,0.7938085322739061,1,32,False,0.0
unsw->bot,46,statico,2,0.105,0.8165636393457634,0,0,False,0.0
unsw->bot,46,ogni_batch,2,0.105,0.8207854383348157,2,64,False,0.0
unsw->bot,46,su_innesco,2,0.105,0.8165636393457634,0,0,False,0.0
unsw->bot,46,oracolo,2,0.105,0.8130138104683163,2,64,False,0.0
unsw->bot,46,stat_13x13,2,0.105,0.74636500052633,2,64,False,0.0
unsw->bot,46,martingala,2,0.105,0.8165636393457634,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,2,0.105,0.734882562877416,2,64,False,0.0
unsw->bot,46,statico,3,0.158,0.8149685112555289,0,0,False,0.0
unsw->bot,46,ogni_batch,3,0.158,0.8352595395644314,3,96,False,0.0
unsw->bot,46,su_innesco,3,0.158,0.8149685112555289,0,0,False,0.0
unsw->bot,46,oracolo,3,0.158,0.7936605300836794,3,96,False,0.0
unsw->bot,46,stat_13x13,3,0.158,0.8338209769718288,3,96,False,0.0
unsw->bot,46,martingala,3,0.158,0.8149685112555289,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,3,0.158,0.826299539600288,3,96,False,0.0
unsw->bot,46,statico,4,0.211,0.8128929051777269,0,0,False,0.0
unsw->bot,46,ogni_batch,4,0.211,0.8321678276726316,4,128,False,0.0
unsw->bot,46,su_innesco,4,0.211,0.8128929051777269,0,0,False,0.0
unsw->bot,46,oracolo,4,0.211,0.7836676658751941,4,128,False,0.0
unsw->bot,46,stat_13x13,4,0.211,0.7924095053401684,4,128,False,0.0
unsw->bot,46,martingala,4,0.211,0.8128929051777269,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,4,0.211,0.7131730223611761,4,128,False,0.0
unsw->bot,46,statico,5,0.263,0.804947785418936,0,0,False,0.0
unsw->bot,46,ogni_batch,5,0.263,0.8459515728449112,5,160,False,0.0
unsw->bot,46,su_innesco,5,0.263,0.804947785418936,0,0,False,0.0
unsw->bot,46,oracolo,5,0.263,0.8340993299561773,5,160,False,0.0
unsw->bot,46,stat_13x13,5,0.263,0.8260891200681935,5,160,False,0.0
unsw->bot,46,martingala,5,0.263,0.804947785418936,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,5,0.263,0.8169593864631319,5,160,False,0.0
unsw->bot,46,statico,6,0.316,0.8030917855206028,0,0,False,0.0
unsw->bot,46,ogni_batch,6,0.316,0.8452985697804152,6,192,False,0.0
unsw->bot,46,su_innesco,6,0.316,0.8030917855206028,0,0,False,0.0
unsw->bot,46,oracolo,6,0.316,0.8417104992728868,6,192,False,0.0
unsw->bot,46,stat_13x13,6,0.316,0.8219218154686858,6,192,False,0.0
unsw->bot,46,martingala,6,0.316,0.8030917855206028,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,6,0.316,0.8172912183377605,6,192,False,0.0
unsw->bot,46,statico,7,0.368,0.8061047516611901,0,0,False,0.0
unsw->bot,46,ogni_batch,7,0.368,0.8575475148316152,7,224,False,0.0
unsw->bot,46,su_innesco,7,0.368,0.8061047516611901,0,0,False,0.0
unsw->bot,46,oracolo,7,0.368,0.8355378024980626,7,224,False,0.0
unsw->bot,46,stat_13x13,7,0.368,0.8112049023298624,7,224,False,0.0
unsw->bot,46,martingala,7,0.368,0.8061047516611901,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,7,0.368,0.8128098721184172,7,224,False,0.0
unsw->bot,46,statico,8,0.421,0.804728970063755,0,0,False,0.0
unsw->bot,46,ogni_batch,8,0.421,0.8691643774583331,8,256,False,0.0
unsw->bot,46,su_innesco,8,0.421,0.804728970063755,0,0,False,0.0
unsw->bot,46,oracolo,8,0.421,0.8426189660593035,8,256,False,0.0
unsw->bot,46,stat_13x13,8,0.421,0.8296004921373867,8,256,False,0.0
unsw->bot,46,martingala,8,0.421,0.804728970063755,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,8,0.421,0.8209324332469043,8,256,False,0.0
unsw->bot,46,statico,9,0.474,0.8036769840122541,0,0,False,0.0
unsw->bot,46,ogni_batch,9,0.474,0.8822586777136744,9,288,False,0.0
unsw->bot,46,su_innesco,9,0.474,0.8036769840122541,0,0,False,0.0
unsw->bot,46,oracolo,9,0.474,0.8427001328555326,9,288,False,0.0
unsw->bot,46,stat_13x13,9,0.474,0.8462311795416696,9,288,False,0.0
unsw->bot,46,martingala,9,0.474,0.8036769840122541,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,9,0.474,0.8470883425810307,9,288,False,0.0
unsw->bot,46,statico,10,0.526,0.7997439594192556,0,0,False,0.0
unsw->bot,46,ogni_batch,10,0.526,0.885077099293861,10,320,False,0.0
unsw->bot,46,su_innesco,10,0.526,0.7997439594192556,0,0,False,0.0
unsw->bot,46,oracolo,10,0.526,0.8537626480583917,10,320,False,0.0
unsw->bot,46,stat_13x13,10,0.526,0.8407254439286032,10,320,False,0.0
unsw->bot,46,martingala,10,0.526,0.7997439594192556,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,10,0.526,0.8293192108461964,10,320,False,0.0
unsw->bot,46,statico,11,0.579,0.7983577736105703,0,0,False,0.0
unsw->bot,46,ogni_batch,11,0.579,0.888788380046488,11,352,False,0.0
unsw->bot,46,su_innesco,11,0.579,0.7983577736105703,0,0,False,0.0
unsw->bot,46,oracolo,11,0.579,0.8597378892935714,11,352,False,0.0
unsw->bot,46,stat_13x13,11,0.579,0.8380338593867933,11,352,False,0.0
unsw->bot,46,martingala,11,0.579,0.7983577736105703,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,11,0.579,0.8230022087750706,11,352,False,0.0
unsw->bot,46,statico,12,0.632,0.7965445325836537,0,0,False,0.0
unsw->bot,46,ogni_batch,12,0.632,0.8958304931888967,12,384,False,0.0
unsw->bot,46,su_innesco,12,0.632,0.7965445325836537,0,0,False,0.0
unsw->bot,46,oracolo,12,0.632,0.8804179230830098,12,384,False,0.0
unsw->bot,46,stat_13x13,12,0.632,0.8528628959255233,12,384,False,0.0
unsw->bot,46,martingala,12,0.632,0.7965445325836537,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,12,0.632,0.8402692729926466,12,384,False,0.0
unsw->bot,46,statico,13,0.684,0.7946460747698407,0,0,False,0.0
unsw->bot,46,ogni_batch,13,0.684,0.9026360284383967,13,416,False,0.0
unsw->bot,46,su_innesco,13,0.684,0.7946460747698407,0,0,False,0.0
unsw->bot,46,oracolo,13,0.684,0.9010330295867361,13,416,False,0.0
unsw->bot,46,stat_13x13,13,0.684,0.7975649814016756,13,416,False,0.0
unsw->bot,46,martingala,13,0.684,0.7946460747698407,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,13,0.684,0.8024181745601908,13,416,False,0.0
unsw->bot,46,statico,14,0.737,0.8013132069260982,0,0,False,0.0
unsw->bot,46,ogni_batch,14,0.737,0.8967378444262697,14,448,False,0.0
unsw->bot,46,su_innesco,14,0.737,0.8013132069260982,0,0,False,0.0
unsw->bot,46,oracolo,14,0.737,0.9093166083283826,14,448,False,0.0
unsw->bot,46,stat_13x13,14,0.737,0.8297790893164062,14,448,False,0.0
unsw->bot,46,martingala,14,0.737,0.8013132069260982,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,14,0.737,0.8171692854528694,14,448,False,0.0
unsw->bot,46,statico,15,0.789,0.7966052471357972,0,0,False,0.0
unsw->bot,46,ogni_batch,15,0.789,0.9015151384271722,15,480,False,0.0
unsw->bot,46,su_innesco,15,0.789,0.7966052471357972,0,0,False,0.0
unsw->bot,46,oracolo,15,0.789,0.9153542564575664,15,480,False,0.0
unsw->bot,46,stat_13x13,15,0.789,0.7638133118072721,15,480,False,0.0
unsw->bot,46,martingala,15,0.789,0.7966052471357972,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,15,0.789,0.7563816234353042,15,480,False,0.0
unsw->bot,46,statico,16,0.842,0.7917004401207927,0,0,False,0.0
unsw->bot,46,ogni_batch,16,0.842,0.9134658933794284,16,512,False,0.0
unsw->bot,46,su_innesco,16,0.842,0.7917004401207927,0,0,False,0.0
unsw->bot,46,oracolo,16,0.842,0.9285974971708261,16,512,False,0.0
unsw->bot,46,stat_13x13,16,0.842,0.8139833672590573,16,512,False,0.0
unsw->bot,46,martingala,16,0.842,0.7917004401207927,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,16,0.842,0.8067043808646734,16,512,False,0.0
unsw->bot,46,statico,17,0.895,0.7966424593828161,0,0,False,0.0
unsw->bot,46,ogni_batch,17,0.895,0.9284115431312234,17,544,False,0.0
unsw->bot,46,su_innesco,17,0.895,0.7966424593828161,0,0,False,0.0
unsw->bot,46,oracolo,17,0.895,0.9289577353908989,17,544,False,0.0
unsw->bot,46,stat_13x13,17,0.895,0.793928122492932,17,544,False,0.0
unsw->bot,46,martingala,17,0.895,0.7966424593828161,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,17,0.895,0.8146531290354411,17,544,False,0.0
unsw->bot,46,statico,18,0.947,0.7902953849996877,0,0,False,0.0
unsw->bot,46,ogni_batch,18,0.947,0.9326134406038996,18,576,False,0.0
unsw->bot,46,su_innesco,18,0.947,0.7902953849996877,0,0,False,0.0
unsw->bot,46,oracolo,18,0.947,0.9406118961270796,18,576,False,0.0
unsw->bot,46,stat_13x13,18,0.947,0.7560467892195315,18,576,False,0.0
unsw->bot,46,martingala,18,0.947,0.7902953849996877,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,18,0.947,0.7683826758644781,18,576,False,0.0
unsw->bot,46,statico,19,1.0,0.7052391192012135,0,0,False,0.0
unsw->bot,46,ogni_batch,19,1.0,0.6401626910703272,19,608,False,0.0
unsw->bot,46,su_innesco,19,1.0,0.7052391192012135,0,0,False,0.0
unsw->bot,46,oracolo,19,1.0,0.8056541814605525,19,608,False,0.0
unsw->bot,46,stat_13x13,19,1.0,0.8320581420546416,19,608,False,0.0
unsw->bot,46,martingala,19,1.0,0.7052391192012135,0,0,False,0.0
unsw->bot,46,stat_13x13_adaptive,19,1.0,0.655640012668567,19,608,False,0.0
unsw->bot,47,statico,0,0.0,0.8176010818120352,0,0,False,0.0
unsw->bot,47,ogni_batch,0,0.0,0.8176010818120352,0,0,False,0.0
unsw->bot,47,su_innesco,0,0.0,0.8176010818120352,0,0,False,0.0
unsw->bot,47,oracolo,0,0.0,0.8176010818120352,0,0,False,0.0
unsw->bot,47,stat_13x13,0,0.0,0.8176010818120352,0,0,False,0.0
unsw->bot,47,martingala,0,0.0,0.8176010818120352,0,0,False,0.0
unsw->bot,47,stat_13x13_adaptive,0,0.0,0.8176010818120352,0,0,False,0.0
unsw->bot,47,statico,1,0.053,0.8205778290142023,0,0,False,0.0
unsw->bot,47,ogni_batch,1,0.053,0.7641110128592201,1,32,False,0.0
unsw->bot,47,su_innesco,1,0.053,0.8205778290142023,0,0,False,0.0
unsw->bot,47,oracolo,1,0.053,0.7854559595186401,1,32,False,0.0
unsw->bot,47,stat_13x13,1,0.053,0.7727694311096946,1,32,False,0.0
unsw->bot,47,martingala,1,0.053,0.8205778290142023,0,0,False,0.0
unsw->bot,47,stat_13x13_adaptive,1,0.053,0.7812294583989006,1,32,False,0.0
unsw->bot,47,statico,2,0.105,0.8118756512565979,0,0,False,0.0
unsw->bot,47,ogni_batch,2,0.105,0.7709785648675189,2,64,False,0.0
unsw->bot,47,su_innesco,2,0.105,0.8118756512565979,0,0,False,0.0
