src,dst,exp,seed,spazio,terna,in_domain,metodo,bal_acc,n_target,unseen_proto_h,unseen_state_h,roc_auc_target,frazione_attacchi,budget,normali
ton,bot,ton->bot,43,minimo,ton+bot+unsw,False,non adattato,0.6315089675052411,200477,0.00028432189228689577,0.0,0.6148372746331238,0.9976206746908622,,
ton,bot,ton->bot,43,minimo,ton+bot+unsw,False,8 etichette,0.6095980587687864,200477,0.00028432189228689577,0.0,,,8.0,4.0
ton,bot,ton->bot,43,minimo,ton+bot+unsw,False,rifit completo n=8,0.5391120507399577,200477,0.00028432189228689577,0.0,,,8.0,
ton,bot,ton->bot,43,minimo,ton+bot+unsw,False,32 etichette,0.5380495965862235,200477,0.00028432189228689577,0.0,,,32.0,19.0
ton,bot,ton->bot,43,minimo,ton+bot+unsw,False,rifit completo n=32,0.5425589180763999,200477,0.00028432189228689577,0.0,,,32.0,
ton,bot,ton->bot,43,minimo,ton+bot+unsw,False,128 etichette,0.5955568704160458,200477,0.00028432189228689577,0.0,,,128.0,22.0
ton,bot,ton->bot,43,minimo,ton+bot+unsw,False,rifit completo n=128,0.5395404289548186,200477,0.00028432189228689577,0.0,,,128.0,
ton,unsw,ton->unsw,43,minimo,ton+bot+unsw,False,non adattato,0.31880021814493353,257673,0.1626712926849146,0.0,0.2594975885412269,0.6390774353541117,,
ton,unsw,ton->unsw,43,minimo,ton+bot+unsw,False,8 etichette,0.6083253913182247,257673,0.1626712926849146,0.0,,,8.0,2.0
ton,unsw,ton->unsw,43,minimo,ton+bot+unsw,False,rifit completo n=8,0.6272131373582421,257673,0.1626712926849146,0.0,,,8.0,
ton,unsw,ton->unsw,43,minimo,ton+bot+unsw,False,32 etichette,0.679131063591576,257673,0.1626712926849146,0.0,,,32.0,8.0
ton,unsw,ton->unsw,43,minimo,ton+bot+unsw,False,rifit completo n=32,0.692996845319155,257673,0.1626712926849146,0.0,,,32.0,
ton,unsw,ton->unsw,43,minimo,ton+bot+unsw,False,128 etichette,0.7605280496254453,257673,0.1626712926849146,0.0,,,128.0,54.0
ton,unsw,ton->unsw,43,minimo,ton+bot+unsw,False,rifit completo n=128,0.7711074258609877,257673,0.1626712926849146,0.0,,,128.0,
ton,ton,ton->ton,44,minimo,ton+bot+unsw,True,non adattato,0.9596109286224347,42209,0.0,0.0,0.9929870269179424,0.7630837025278969,,
ton,bot,ton->bot,44,minimo,ton+bot+unsw,False,non adattato,0.6400214937106918,200477,0.00027933378891344145,0.0,0.5694324213836478,0.9976206746908622,,
ton,bot,ton->bot,44,minimo,ton+bot+unsw,False,8 etichette,0.5463460004221624,200477,0.00027933378891344145,0.0,,,8.0,3.0
ton,bot,ton->bot,44,minimo,ton+bot+unsw,False,rifit completo n=8,0.5548448204876009,200477,0.00027933378891344145,0.0,,,8.0,
ton,bot,ton->bot,44,minimo,ton+bot+unsw,False,32 etichette,0.5424706811755725,200477,0.00027933378891344145,0.0,,,32.0,7.0
ton,bot,ton->bot,44,minimo,ton+bot+unsw,False,rifit completo n=32,0.5446758504387517,200477,0.00027933378891344145,0.0,,,32.0,
ton,bot,ton->bot,44,minimo,ton+bot+unsw,False,128 etichette,0.5593718454984414,200477,0.00027933378891344145,0.0,,,128.0,7.0
ton,bot,ton->bot,44,minimo,ton+bot+unsw,False,rifit completo n=128,0.546735966749245,200477,0.00027933378891344145,0.0,,,128.0,
ton,unsw,ton->unsw,44,minimo,ton+bot+unsw,False,non adattato,0.3197107716700722,257673,0.1626712926849146,0.0,0.25733139909925107,0.6390774353541117,,
ton,unsw,ton->unsw,44,minimo,ton+bot+unsw,False,8 etichette,,257673,0.1626712926849146,0.0,,,8.0,0.0
ton,unsw,ton->unsw,44,minimo,ton+bot+unsw,False,32 etichette,0.7759548758126513,257673,0.1626712926849146,0.0,,,32.0,11.0
ton,unsw,ton->unsw,44,minimo,ton+bot+unsw,False,rifit completo n=32,0.7845388874172808,257673,0.1626712926849146,0.0,,,32.0,
ton,unsw,ton->unsw,44,minimo,ton+bot+unsw,False,128 etichette,0.7547654155925319,257673,0.1626712926849146,0.0,,,128.0,55.0
ton,unsw,ton->unsw,44,minimo,ton+bot+unsw,False,rifit completo n=128,0.7668744322655967,257673,0.1626712926849146,0.0,,,128.0,
bot,ton,bot->ton,42,minimo,ton+bot+unsw,False,non adattato,0.6308172437796117,211043,0.0,0.212525409513701,0.5990846242307954,0.7630814573333397,,
bot,ton,bot->ton,42,minimo,ton+bot+unsw,False,8 etichette,,211043,0.0,0.212525409513701,,,8.0,0.0
bot,ton,bot->ton,42,minimo,ton+bot+unsw,False,32 etichette,0.8146953880452104,211043,0.0,0.212525409513701,,,32.0,6.0
bot,ton,bot->ton,42,minimo,ton+bot+unsw,False,rifit completo n=32,0.9063096990520099,211043,0.0,0.212525409513701,,,32.0,
bot,ton,bot->ton,42,minimo,ton+bot+unsw,False,128 etichette,0.8800490564814246,211043,0.0,0.212525409513701,,,128.0,32.0
bot,ton,bot->ton,42,minimo,ton+bot+unsw,False,rifit completo n=128,0.9073942893546373,211043,0.0,0.212525409513701,,,128.0,
bot,bot,bot->bot,42,minimo,ton+bot+unsw,True,non adattato,0.9839095633059011,733705,0.0,0.0,0.9964781086178731,0.9998705201681874,,
bot,unsw,bot->unsw,42,minimo,ton+bot+unsw,False,non adattato,0.45725165650870553,257673,0.0,0.0,0.403323798699397,0.6390774353541117,,
bot,unsw,bot->unsw,42,minimo,ton+bot+unsw,False,8 etichette,0.7618920429086747,257673,0.0,0.0,,,8.0,3.0
bot,unsw,bot->unsw,42,minimo,ton+bot+unsw,False,rifit completo n=8,0.7364905926253907,257673,0.0,0.0,,,8.0,
bot,unsw,bot->unsw,42,minimo,ton+bot+unsw,False,32 etichette,0.6922189406079559,257673,0.0,0.0,,,32.0,8.0
bot,unsw,bot->unsw,42,minimo,ton+bot+unsw,False,rifit completo n=32,0.7138269437970755,257673,0.0,0.0,,,32.0,
